path,file_name,category,role,allocation,salvage_value,in_scope,scan_status,run_status,root_cause
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/10 10年52倍，年化59%，全新因子方法超稳定.txt,10 10年52倍，年化59%，全新因子方法超稳定.txt,X_防御ST抄底低回撤,M_主策略_可独立alpha,04_危机位_危机模式,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/10 多因子宽基ETF择时轮动改进版-高收益大资金低回撤.txt,10 多因子宽基ETF择时轮动改进版-高收益大资金低回撤.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/10 龙头首阴战法改版二.txt,10 龙头首阴战法改版二.txt,D_打板_龙头_涨停_首板_短线,M_主策略_可独立alpha,03_进攻位_短线题材,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/100 全市场选股？7年5倍不择时，回撤30%左右.txt,100 全市场选股？7年5倍不择时，回撤30%左右.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/11 一个简单而持续稳定的懒人超额收益策略.txt,11 一个简单而持续稳定的懒人超额收益策略.txt,W2_主观作业分享实盘,M_主策略_可独立alpha,05_增强位_主观特色,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/11 低价小盘简单有效.txt,11 低价小盘简单有效.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/11 低风险中等收益策略.txt,11 低风险中等收益策略.txt,W_短线超短分钟级,M_主策略_可独立alpha,03_进攻位_短线题材,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/11 缠论交易策略.txt,11 缠论交易策略.txt,H_趋势_缠论_形态_K线,A_辅助模块_择时或选股器,,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/12 全市场选股？7年5倍不择时，回撤30%左右.txt,12 全市场选股？7年5倍不择时，回撤30%左右.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/12 用子账户模拟多策略分仓.txt,12 用子账户模拟多策略分仓.txt,W2_主观作业分享实盘,F_框架工具_实盘基础设施,,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/12 致敬市场--5 定投ETF之躺平赢.txt,12 致敬市场--5 定投ETF之躺平赢.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/12 致敬聚宽： 机器学习多因子，50只持仓，14年37倍.txt,12 致敬聚宽： 机器学习多因子，50只持仓，14年37倍.txt,C_多因子_机器学习_AI,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/13 5年15倍的收益，年化79.93%，可实盘策略，拿走不谢！.txt,13 5年15倍的收益，年化79.93%，可实盘策略，拿走不谢！.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/13 7年40倍模拟超过两年年化高回撤低.txt,13 7年40倍模拟超过两年年化高回撤低.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/13 不含未来宽基etf轮动8年50倍年化60%.txt,13 不含未来宽基etf轮动8年50倍年化60%.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/13 首板高开-低开-弱转强混合策略（今年收益1138.61%）.txt,13 首板高开-低开-弱转强混合策略（今年收益1138.61%）.txt,D_打板_龙头_涨停_首板_短线,M_主策略_可独立alpha,03_进攻位_短线题材,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/14 FOF养老成长基金-v2.0.txt,14 FOF养老成长基金-v2.0.txt,V_北向聪明钱基金抱团,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/14 为实盘做的更新： 分钟级别和盘中止损.txt,14 为实盘做的更新： 分钟级别和盘中止损.txt,W_短线超短分钟级,M_主策略_可独立alpha,03_进攻位_短线题材,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/14 四年多翻9倍，年化73%，成长因子评分筛选.txt,14 四年多翻9倍，年化73%，成长因子评分筛选.txt,C_多因子_机器学习_AI,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/14 安全摸狗策略.txt,14 安全摸狗策略.txt,W_短线超短分钟级,M_主策略_可独立alpha,03_进攻位_短线题材,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/14 胜率65%之缩量分歧反包战法.txt,14 胜率65%之缩量分歧反包战法.txt,D_打板_龙头_涨停_首板_短线,M_主策略_可独立alpha,03_进攻位_短线题材,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/15 10年52倍，年化59%，全新因子方法超稳定.txt,15 10年52倍，年化59%，全新因子方法超稳定.txt,X_防御ST抄底低回撤,M_主策略_可独立alpha,04_危机位_危机模式,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/15 2020年 267%年化 13%回撤 上涨趋势策略修改版.txt,15 2020年 267%年化 13%回撤 上涨趋势策略修改版.txt,T_动量趋势海龟强者恒强,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/15 小市值排除3个bug版，22年至今收益506%回撤11%.txt,15 小市值排除3个bug版，22年至今收益506%回撤11%.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/15 小市值策略之再优化，年化接近翻倍.txt,15 小市值策略之再优化，年化接近翻倍.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/15 高股息低杠杆小市值轮动策略.txt,15 高股息低杠杆小市值轮动策略.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_次选_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/16 ETF轮动策略升级-多类别-低回撤.txt,16 ETF轮动策略升级-多类别-低回撤.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/16 动量ETF轮动RSRS择时-升级.txt,16 动量ETF轮动RSRS择时-升级.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/16 大市值价值投资，从2005年至今超额稳定.txt,16 大市值价值投资，从2005年至今超额稳定.txt,U_基本面价值价投单因子,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/16 集合竞价三合一，今年收益1067%，年化198%.txt,16 集合竞价三合一，今年收益1067%，年化198%.txt,D_打板_龙头_涨停_首板_短线,M_主策略_可独立alpha,03_进攻位_短线题材,B_次选_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/17 5年多因子超额收益1055%，K线风险过滤，无未来函数.txt,17 5年多因子超额收益1055%，K线风险过滤，无未来函数.txt,C_多因子_机器学习_AI,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
"/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/17 8年13倍的ETF动量轮动策略,有滑点,无未来函数,回撤小.txt","17 8年13倍的ETF动量轮动策略,有滑点,无未来函数,回撤小.txt",B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/17 基金跟随策略，19年年化60%.txt,17 基金跟随策略，19年年化60%.txt,V_北向聪明钱基金抱团,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/17 多品种ETF动量轮动+EPO优化.txt,17 多品种ETF动量轮动+EPO优化.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/17 科技与狠活.txt,17 科技与狠活.txt,C_多因子_机器学习_AI,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/18 20行代码8年高胜率躲过了牛年第一场大跌.txt,18 20行代码8年高胜率躲过了牛年第一场大跌.txt,Y_研报深度解析复现,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/18 6年17倍的etf+分级b的轮动趋势策略跟随感悟.txt,18 6年17倍的etf+分级b的轮动趋势策略跟随感悟.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/18 动量ETF轮动-RSRS择时-卡尔曼滤波.txt,18 动量ETF轮动-RSRS择时-卡尔曼滤波.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/19 【复现】高频价量相关性，意想不到的选股因子.txt,19 【复现】高频价量相关性，意想不到的选股因子.txt,Y_研报深度解析复现,R_研究素材_复现与因子,,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/19 复现FFScore财务模型.txt,19 复现FFScore财务模型.txt,C_多因子_机器学习_AI,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/19 机器学习线性回归小市值.txt,19 机器学习线性回归小市值.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/19 简单到发指的股指策略(2013到现在收益10949%).txt,19 简单到发指的股指策略(2013到现在收益10949%).txt,N_CTA期货股指套利,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/19 高股息低市盈率稳健增长的价投策略.txt,19 高股息低市盈率稳健增长的价投策略.txt,E_高股息_价值_红利_低波,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/20 【复现】因子择时？？？.txt,20 【复现】因子择时？？？.txt,Y_研报深度解析复现,R_研究素材_复现与因子,,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/20 冲天炮最高板策略，收益惊呆了我.txt,20 冲天炮最高板策略，收益惊呆了我.txt,W_短线超短分钟级,M_主策略_可独立alpha,03_进攻位_短线题材,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/20 小市值高频交易法有赚就好 2年3.86%低回撤.txt,20 小市值高频交易法有赚就好 2年3.86%低回撤.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/21 【原创】年化123%最大回撤14%涨停弱转强竞价战法.txt,21 【原创】年化123%最大回撤14%涨停弱转强竞价战法.txt,D_打板_龙头_涨停_首板_短线,M_主策略_可独立alpha,03_进攻位_短线题材,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/21 以“网红”ETF轮动为例.txt,21 以“网红”ETF轮动为例.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/21 北向资金股票轮动-优质策略可直接实盘.txt,21 北向资金股票轮动-优质策略可直接实盘.txt,J_量化择时_指标_复现,A_辅助模块_择时或选股器,,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/21 行业ETF轮动+择时，15年至今年化收益35%，回撤16%.txt,21 行业ETF轮动+择时，15年至今年化收益35%，回撤16%.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/22 “开弓”ETF轮动模型——改.txt,22 “开弓”ETF轮动模型——改.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/22 带上止损的核心资产轮动才更安心，低回撤，高收益率.txt,22 带上止损的核心资产轮动才更安心，低回撤，高收益率.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/22 截止到21年12月依然有效的小市值适配因子.txt,22 截止到21年12月依然有效的小市值适配因子.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/22 菜场大妈选股法.txt,22 菜场大妈选股法.txt,E_高股息_价值_红利_低波,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/22 菜场大妈高质低价法策略.txt,22 菜场大妈高质低价法策略.txt,E_高股息_价值_红利_低波,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/23 wywy1995大神机器学习策略年化提升版.txt,23 wywy1995大神机器学习策略年化提升版.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_次选_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/23 低价小盘简单有效.txt,23 低价小盘简单有效.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/23 大盘择时，逻辑简单.txt,23 大盘择时，逻辑简单.txt,X_防御ST抄底低回撤,A_辅助模块_择时或选股器,,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/23 简单到发指的股指策略(2013到现在收益10949%).txt,23 简单到发指的股指策略(2013到现在收益10949%).txt,N_CTA期货股指套利,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/24 低AH溢价选股.txt,24 低AH溢价选股.txt,V_北向聪明钱基金抱团,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/24 多因子线性回归组合策略.txt,24 多因子线性回归组合策略.txt,C_多因子_机器学习_AI,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/24 大容量低回撤价值投资-排除小市值因子.txt,24 大容量低回撤价值投资-排除小市值因子.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/24 宽基ETF动量轮动钝化RSRS择时-回撤小.txt,24 宽基ETF动量轮动钝化RSRS择时-回撤小.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/24 现在便宜的300就是最好的，收益惊人.txt,24 现在便宜的300就是最好的，收益惊人.txt,X_防御ST抄底低回撤,M_主策略_可独立alpha,04_危机位_危机模式,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/25 ROE-PB模型的优化.txt,25 ROE-PB模型的优化.txt,U_基本面价值价投单因子,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/25 低价股优化，18年至今10625.40%，加入防未来函数.txt,25 低价股优化，18年至今10625.40%，加入防未来函数.txt,U_基本面价值价投单因子,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/25 冷饭热吃之三，14年至今年华99.99%.txt,25 冷饭热吃之三，14年至今年华99.99%.txt,W2_主观作业分享实盘,A_辅助模块_择时或选股器,,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/25 基本不耍六毛的ETF轮动策略.txt,25 基本不耍六毛的ETF轮动策略.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/25 年初至今4倍，极致的Day Trading，56.8%胜率.txt,25 年初至今4倍，极致的Day Trading，56.8%胜率.txt,W_短线超短分钟级,M_主策略_可独立alpha,03_进攻位_短线题材,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/26 【深度解析 六】高股息率-低PEG-低股价-市值序列模型.txt,26 【深度解析 六】高股息率-低PEG-低股价-市值序列模型.txt,E_高股息_价值_红利_低波,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/26 波动率过滤后相关性最小etf轮动.txt,26 波动率过滤后相关性最小etf轮动.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/26 稳定高回报周期股策略2.txt,26 稳定高回报周期股策略2.txt,U_基本面价值价投单因子,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/26 近几年一直有效的股票BOLL择时策略.txt,26 近几年一直有效的股票BOLL择时策略.txt,S_经典技术指标择时,A_辅助模块_择时或选股器,,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/26 这个可入得了你们法眼.txt,26 这个可入得了你们法眼.txt,W2_主观作业分享实盘,A_辅助模块_择时或选股器,,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/27 中证500指增+CTA，胜率52%盈亏比1.9。不输顶尖私募.txt,27 中证500指增+CTA，胜率52%盈亏比1.9。不输顶尖私募.txt,N_CTA期货股指套利,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/27 人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,27 人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,C_多因子_机器学习_AI,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/27 基于RSRS的趋势交易与网格交易相结合的尝试.txt,27 基于RSRS的趋势交易与网格交易相结合的尝试.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/27 根据动量模型切换大小盘板块选股策略.txt,27 根据动量模型切换大小盘板块选股策略.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/27 追涨大师（超额142）.txt,27 追涨大师（超额142）.txt,T_动量趋势海龟强者恒强,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/28 XGBoost模型多因子策略分享.txt,28 XGBoost模型多因子策略分享.txt,C_多因子_机器学习_AI,M_主策略_可独立alpha,02_卫星位_主动alpha,B_次选_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/28 从相关系数角度探讨etf轮动高评分.txt,28 从相关系数角度探讨etf轮动高评分.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/28 正黄旗大妈策略V3.0修改版.txt,28 正黄旗大妈策略V3.0修改版.txt,R_正黄旗大妈,M_主策略_可独立alpha,03_进攻位_短线题材,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/29 F_Score 选股，年化80%+.txt,29 F_Score 选股，年化80%+.txt,E_高股息_价值_红利_低波,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_次选_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/29 北上资金（北向资金港资外资）因子分析与策略分享.txt,29 北上资金（北向资金港资外资）因子分析与策略分享.txt,C_多因子_机器学习_AI,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/29 穿越牛熊2.0（非小市值）年化50%的cta策略.txt,29 穿越牛熊2.0（非小市值）年化50%的cta策略.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/29 高增长业绩股池小市值成长型策略.txt,29 高增长业绩股池小市值成长型策略.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/30 ETF宽基轮动修改版-1.0.txt,30 ETF宽基轮动修改版-1.0.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/30 【超跌反弹v1.0】3年2.3倍的超跌反弹小牛股.txt,30 【超跌反弹v1.0】3年2.3倍的超跌反弹小牛股.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/30 价值成长轮动策略.txt,30 价值成长轮动策略.txt,U_基本面价值价投单因子,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/30 挖掘特色估值体系因子，把握投资机会，年化150%+.txt,30 挖掘特色估值体系因子，把握投资机会，年化150%+.txt,U_基本面价值价投单因子,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/30 错杀反弹，掌握人性规律，开启投资新纪元.txt,30 错杀反弹，掌握人性规律，开启投资新纪元.txt,X_防御ST抄底低回撤,M_主策略_可独立alpha,04_危机位_危机模式,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/31 ETF核心资产轮动动量因子加RSRS择时每日策略.txt,31 ETF核心资产轮动动量因子加RSRS择时每日策略.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/31 RSRS择时+货币基金--6年8倍行业周期股策略.txt,31 RSRS择时+货币基金--6年8倍行业周期股策略.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/31 《趋势永存》持续16年跑赢大盘的真正靠谱策略.txt,31 《趋势永存》持续16年跑赢大盘的真正靠谱策略.txt,T_动量趋势海龟强者恒强,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/31 蛇皮走位小市值策略V1.0.txt,31 蛇皮走位小市值策略V1.0.txt,A_小市值_微盘_国九条,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/31 跟着基金报团！！！174%  回撤  7.33%.txt,31 跟着基金报团！！！174%  回撤  7.33%.txt,V_北向聪明钱基金抱团,M_主策略_可独立alpha,02_卫星位_主动alpha,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/32 EPO优化低相关etf组合.txt,32 EPO优化低相关etf组合.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
/Users/fengzhi/Downloads/git/testlixingren/jk2bt-main/strategies/32 北向Boll带_ETF组合宝付费策略.txt,32 北向Boll带_ETF组合宝付费策略.txt,B_ETF_轮动_RSRS,M_主策略_可独立alpha,01_底仓位_跨周期稳,B_可改造,True,valid,executable,OK
